store_no,customers_unique,Store Name,Address
17278,14,,
32727,14,,
5471,14,,
4533,14,,
12030,14,,
38679,14,,
1057,14,,
1599,14,,
1428,14,,
6676,14,,
251,14,,
41142,14,,
11248,14,,
437,14,,
270,14,,
1605,13,,
8014,13,,
10664,13,,
5299,13,,
330,13,,
8,13,,
857,13,,
105,13,,
311,13,,
254,13,,
2605,13,,
6604,13,,
19105,13,,
28938,13,,
10398,13,,
3183,13,,
31069,13,,
57,12,,
11936,12,,
587,12,,
1952,12,,
13890,12,,
1848,12,,
2,12,,
5365,12,,
40480,12,,
580,12,,
20727,12,,
3549,12,,
727,12,,
2721,12,,
988,12,,
3520,12,,
3114,12,,
7574,11,,
40121,11,,
18611,11,,
188,11,,
430,11,,
4544,11,,
9121,11,,
776,11,,
6055,11,,
4879,11,,
15382,11,,
5035,11,,
1365,11,,
11629,11,,
4146,11,,
1120,11,,
2092,11,,
9130,10,,
9010,10,,
20784,10,,
5032,10,,
205,10,,
675,10,,
41156,10,,
2566,10,,
403,10,,
4019,10,,
9084,10,,
7001,10,,
6052,10,,
429,10,,
18884,10,,
690,10,,
10185,10,,
10096,10,,
4869,10,,
354,10,,
2276,10,,
505,10,,
677,10,,
31310,10,,
397,10,,
508,10,,
9127,10,,
4308,10,,
634,10,,
16658,10,,
732,9,,
4025,9,,
5012,9,,
9719,9,,
14106,9,,
5353,9,,
29135,9,,
554,9,,
5013,9,,
9098,9,,
3919,9,,
6488,9,,
11982,9,,
16400,9,,
227,9,,
449,9,,
8998,9,,
6172,9,,
72,9,,
4474,9,,
31587,9,,
367,9,,
3962,9,,
494,9,,
764,9,,
13889,9,,
29828,9,,
9722,9,,
2743,9,,
25879,9,,
1038,9,,
1928,9,,
656,9,,
4271,9,,
11628,9,,
3911,8,,
571,8,,
7002,8,,
4804,8,,
6031,8,,
2166,8,,
1859,8,,
12227,8,,
703,8,,
40198,8,,
13670,8,,
1147,8,,
729,8,,
117,8,,
4079,8,,
6060,8,,
11,8,,
35687,8,,
3430,8,,
41179,8,,
36470,8,,
23061,8,,
3959,8,,
417,8,,
2165,8,,
36212,8,,
12693,8,,
37925,8,,
9107,8,,
4803,7,,
9156,7,,
448,7,,
1257,7,,
3089,7,,
340,7,,
477,7,,
1611,7,,
1881,7,,
9111,7,,
6296,7,,
9017,7,,
35425,7,,
9724,7,,
7009,7,,
21693,7,,
6443,7,,
12134,7,,
2281,7,,
11753,7,,
5320,7,,
1248,7,,
17708,7,,
677,7,,
3651,7,,
521,7,,
712,7,,
668,7,,
17276,7,,
3120,7,,
9075,7,,
9073,7,,
3007,7,,
1157,7,,
12018,7,,
589,7,,
9011,7,,
REST.(FRANC,7,,
10590,7,,
3431,7,,
6078,7,,
10,7,,
3015,7,,
14635,7,,
36014,7,,
1612,7,,
888,7,,
3155,7,,
1873,7,,
11067,7,,
625,7,,
19389,6,,
3907,6,,
9716,6,,
26777,6,,
5978,6,,
777,6,,
36677,6,,
734,6,,
503,6,,
2155,6,,
1422,6,,
30549,6,,
4704,6,,
11335,6,,
215,6,,
3439,6,,
10339,6,,
154,6,,
31819,6,,
2916,6,,
7,6,,
455,6,,
6458,6,,
3195,6,,
279,6,,
14325,6,,
7017,6,,
2417,6,,
383,6,,
418,6,,
20259,6,,
10184,6,,
7855,6,,
208,6,,
17275,6,,
298,6,,
31864,6,,
257,6,,
7699,6,,
212,6,,
10056,6,,
153,6,,
25928,6,,
2390,6,,
11675,6,,
323,6,,
17753,6,,
10987,6,,
25934,6,,
6719,6,,
6050,6,,
108,6,,
747,6,,
3783,6,,
11649,6,,
6056,6,,
884,6,,
4020,6,,
15,6,,
1433,6,,
9133,6,,
22843,6,,
8059,5,,
351,5,,
1030,5,,
4447,5,,
265,5,,
337,5,,
15039,5,,
30894,5,,
2050,5,,
665,5,,
13,5,,
255,5,,
12111,5,,
6638,5,,
4740,5,,
28956,5,,
180,5,,
97,5,,
12294,5,,
34231,5,,
9143,5,,
1934,5,,
20860,5,,
24260,5,,
7533,5,,
713,5,,
9128,5,,
9003,5,,
10927,5,,
2597,5,,
28783,5,,
23622,5,,
17274,5,,
2967,5,,
40658,5,,
25696,5,,
32071,5,,
31491,5,,
36312,5,,
1079,5,,
226,5,,
10140,5,,
17338,5,,
935,5,,
1507,5,,
6020,5,,
2563,5,,
334,5,,
65,5,,
4181,5,,
24905,5,,
27841,5,,
38721,5,,
1285,5,,
54200,5,,
341,5,,
94,5,,
30889,5,,
9004,5,,
476,5,,
23213,5,,
109,5,,
6061,5,,
38360,5,,
2419111,5,,
1720,5,,
40901,5,,
11586,5,,
58,5,,
32164,5,,
1,5,,
131,5,,
10443,5,,
3922,5,,
738,5,,
16012,5,,
5031,5,,
2764,5,,
3354,5,,
1635,5,,
11069,5,,
222,5,,
1519,5,,
4003,5,,
17480,5,,
11461,5,,
32991,5,,
4061,5,,
9237,5,,
3502,5,,
1327,5,,
607,5,,
18842,5,,
12086,5,,
2368,5,,
9120,5,,
579,5,,
219,5,,
5192,5,,
795,5,,
Noerrevold,5,,
25930,5,,
433,5,,
4101,5,,
515,5,,
315,5,,
230,5,,
9148,5,,
6009,5,,
3277,5,,
9066,5,,
39132,4,,
5118,4,,
4534,4,,
325,4,,
666,4,,
9708,4,,
9177,4,,
3,4,,
11681,4,,
1291,4,,
12242,4,,
22290,4,,
1761,4,,
26312,4,,
5894,4,,
4535,4,,
5737,4,,
31239,4,,
869,4,,
427,4,,
9704,4,,
220,4,,
10608,4,,
36155,4,,
1108,4,,
2470948,4,,
93,4,,
11498,4,,
1149,4,,
816,4,,
25929,4,,
36,4,,
416,4,,
1592,4,,
2077,4,,
328,4,,
7278,4,,
319,4,,
312,4,,
38756,4,,
10163,4,,
27650,4,,
7500,4,,
591,4,,
469,4,,
1,4,,
73,4,,
9186,4,,
1476,4,,
24718,4,,
1550,4,,
13822,4,,
23545,4,,
24,4,,
69,4,,
675,4,,
2421846,4,,
6743,4,,
37016,4,,
9002,4,,
6609,4,,
2857,4,,
6038,4,,
39,4,,
1104,4,,
7044,4,,
8463,4,,
36256,4,,
413,4,,
10483,4,,
12329,4,,
1714,4,,
472,4,,
2210,4,,
2906,4,,
10251,4,,
29323,4,,
47,4,,
6954,4,,
553,4,,
2893,4,,
9167,4,,
5040,4,,
11132,4,,
7515,4,,
6129,4,,
26518,4,,
12167,4,,
25931,4,,
9182,4,,
17778,4,,
5342,4,,
168,4,,
549,4,,
2250,4,,
391,4,,
10755,4,,
2418,4,,
28697,4,,
581,4,,
34252,4,,
4563,4,,
33760,4,,
6058,4,,
1949,4,,
28436,4,,
467,4,,
24894,4,,
39441,4,,
1345,4,,
706,4,,
9062,4,,
889,4,,
132,4,,
6289,4,,
4267,4,,
7261,4,,
5014,4,,
6130,4,,
32354,4,,
431,4,,
6030,4,,
4005,4,,
18869,4,,
991,4,,
20598,4,,
4484,4,,
10955,4,,
9785,4,,
4295,4,,
1908,4,,
38466,4,,
518,4,,
81,4,,
4259,4,,
10761,4,,
9016,4,,
606,4,,
14960,4,,
4250,4,,
36114,4,,
38907,4,,
10985,4,,
206,4,,
7550,4,,
27885,4,,
2581,4,,
1555,4,,
2219,3,,
256,3,,
9006,3,,
35417,3,,
11854,3,,
6712,3,,
7026,3,,
10835,3,,
33897,3,,
42,3,,
5208,3,,
10671,3,,
4010,3,,
5169,3,,
7454,3,,
3731,3,,
31047,3,,
31577,3,,
0,3,,
2821,3,,
11,3,,
32342,3,,
1086,3,,
1000,3,,
4917,3,,
3258,3,,
10892,3,,
2224,3,,
17250,3,,
9706,3,,
670,3,,
9015,3,,
3181,3,,
14645,3,,
9078,3,,
3802,3,,
59,3,,
4021,3,,
2972,3,,
5861,3,,
30659,3,,
5624,3,,
9094,3,,
33521,3,,
483,3,,
2889,3,,
6069,3,,
13695,3,,
12525,3,,
1,3,,
2553,3,,
11871,3,,
19340,3,,
292,3,,
5421,3,,
4266,3,,
10772,3,,
12373,3,,
295,3,,
12,3,,
69,3,,
11735,3,,
18159,3,,
17236,3,,
9086,3,,
1492,3,,
14971,3,,
11957,3,,
3745,3,,
11778,3,,
953,3,,
26335,3,,
9367,3,,
12814,3,,
7408,3,,
2357,3,,
10478,3,,
9072,3,,
5,3,,
33976,3,,
2955,3,,
1585,3,,
23623,3,,
4965,3,,
4046,3,,
16,3,,
4376,3,,
18,3,,
9162,3,,
954,3,,
29697,3,,
5956,3,,
14098,3,,
30,3,,
18972,3,,
4494,3,,
28790,3,,
1420,3,,
35362,3,,
3219,3,,
524,3,,
35585,3,,
2968,3,,
33340,3,,
8462,3,,
5410,3,,
667,3,,
2604,3,,
19965,3,,
11411,3,,
3173,3,,
12785,3,,
3918,3,,
4682,3,,
2610,3,,
9108,3,,
26644,3,,
4605,3,,
210,3,,
7285,3,,
651,3,,
2164,3,,
25,3,,
452,3,,
22618,3,,
5065,3,,
74,3,,
5851,3,,
3846,3,,
25647,3,,
396,3,,
2725,3,,
25166,3,,
9051,3,,
15979,3,,
10162,3,,
6904,3,,
6008,3,,
2300,3,,
28772,3,,
5287,3,,
32703,3,,
1548,3,,
289,3,,
13406,3,,
17647,3,,
2446,3,,
3797,3,,
38918,3,,
38,3,,
10214,3,,
1014,3,,
7088,3,,
900,3,,
15795,3,,
1190,3,,
32852,3,,
2911,3,,
10354,3,,
36397,3,,
247,3,,
33216,3,,
793,3,,
30326,3,,
96,3,,
17765,3,,
10697,3,,
348,3,,
9050,3,,
7,3,,
4514,3,,
6148,3,,
6866,3,,
5988,3,,
6044,3,,
12846,3,,
1872,3,,
22708,3,,
12211,3,,
4008,3,,
3112,3,,
9131,3,,
6637,3,,
216,3,,
1942,3,,
2814,3,,
28079,3,,
1103,3,,
2501,3,,
27765,3,,
28390,3,,
32231,3,,
4941,3,,
2693,3,,
6010,3,,
25811,3,,
2392,3,,
25301,3,,
14225,3,,
217,3,,
1759,3,,
118,3,,
3863,3,,
32658,3,,
14685,3,,
593,3,,
902,3,,
5004,3,,
1907,3,,
36053,3,,
1560,3,,
116,3,,
33995,3,,
2421835,3,,
35745,3,,
9106,3,,
23358,3,,
7808,3,,
10029,3,,
14162,3,,
25055,3,,
343,3,,
25463,3,,
6850,3,,
2291,3,,
36835,3,,
33371,3,,
7790,3,,
1419,3,,
10021,3,,
15484,3,,
392,3,,
2071,3,,
75,3,,
821,3,,
9170,3,,
779,3,,
9168,3,,
12182,3,,
411,3,,
21,3,,
15722,3,,
8193,3,,
2093,3,,
2421844,3,,
5892,3,,
11551,3,,
5251,3,,
31643,3,,
10528,3,,
4217,3,,
1135,3,,
20056,3,,
6021,3,,
122,3,,
11410,3,,
11582,3,,
4057,3,,
13568,3,,
34815,3,,
39148,3,,
8461,3,,
25927,3,,
10661,3,,
25283,3,,
9147,3,,
28842,3,,
2159,3,,
4908,3,,
27826,3,,
6027,3,,
5678,3,,
2209,3,,
3920,3,,
2025,3,,
5030,3,,
38631,3,,
700,3,,
20219,3,,
9721,3,,
269,3,,
2274,3,,
31778,3,,
12932,3,,
13379,3,,
12500,3,,
694,3,,
2404,3,,
5673,3,,
7736,3,,
2419097,3,,
12490,3,,
7507,3,,
1533,3,,
10646,3,,
4836,3,,
20104,3,,
3193,3,,
195,3,,
11693,3,,
4083,3,,
39546,3,,
225,3,,
35633,3,,
1073,3,,
3385,2,,
11714,2,,
23178,2,,
1100,2,,
838,2,,
12039,2,,
6430,2,,
7552,2,,
43,2,,
26594,2,,
944,2,,
12000,2,,
453,2,,
2946,2,,
10688,2,,
34197,2,,
33616,2,,
2197,2,,
696,2,,
26427,2,,
13640,2,,
23037,2,,
1088,2,,
537,2,,
26548,2,,
33765,2,,
25700,2,,
11564,2,,
2813,2,,
13169,2,,
17852,2,,
13168,2,,
85,2,,
5385,2,,
6371,2,,
199,2,,
1049,2,,
12506,2,,
2601,2,,
15397,2,,
5388,2,,
12612,2,,
4454,2,,
5240,2,,
5343,2,,
10212,2,,
20275,2,,
731,2,,
7151,2,,
331,2,,
4699,2,,
3588,2,,
202,2,,
17157,2,,
9198,2,,
39347,2,,
36374,2,,
21298,2,,
24998,2,,
136,2,,
513,2,,
3192,2,,
3469,2,,
4929,2,,
6034,2,,
33716,2,,
7119,2,,
9723,2,,
2339,2,,
29,2,,
7593,2,,
4511,2,,
17916,2,,
5127,2,,
26496,2,,
9151,2,,
545,2,,
25899,2,,
5586,2,,
14075,2,,
25466,2,,
454,2,,
79,2,,
1794,2,,
6054,2,,
30270,2,,
7413,2,,
37579,2,,
3393,2,,
1936,2,,
6486,2,,
13859,2,,
14670,2,,
1900,2,,
1137,2,,
10238,2,,
44,2,,
352,2,,
3554,2,,
2149,2,,
3416,2,,
2662,2,,
7502,2,,
4,2,,
5708,2,,
25740,2,,
10092,2,,
33006,2,,
82,2,,
11829,2,,
2419117,2,,
29295,2,,
1343,2,,
9059148,2,,
47,2,,
12179,2,,
2196,2,,
371,2,,
11731,2,,
4520,2,,
5216,2,,
147,2,,
7591,2,,
7473,2,,
7830,2,,
25449,2,,
4027,2,,
2942,2,,
11620,2,,
24948,2,,
2726,2,,
2640,2,,
268,2,,
37264,2,,
2091,2,,
7432,2,,
7021,2,,
36770,2,,
2904,2,,
12087,2,,
9176,2,,
9030,2,,
12682,2,,
4043,2,,
867,2,,
398,2,,
481,2,,
23596,2,,
14500,2,,
36034,2,,
4777,2,,
12402,2,,
1593,2,,
35564,2,,
7243,2,,
4207,2,,
11101,2,,
4456,2,,
5297,2,,
11172,2,,
1066,2,,
5019,2,,
3625,2,,
3027,2,,
698,2,,
41,2,,
15288,2,,
16581,2,,
4322,2,,
33714,2,,
1418,2,,
10459,2,,
17811,2,,
35184,2,,
11036,2,,
2322,2,,
20,2,,
15036,2,,
10191,2,,
14664,2,,
38987,2,,
37663,2,,
14270,2,,
12532,2,,
2067569,2,,
7214,2,,
6131,2,,
24035,2,,
1788,2,,
26,2,,
22352,2,,
9033,2,,
9580,2,,
11232,2,,
135,2,,
26516,2,,
11511,2,,
2615,2,,
33390,2,,
35703,2,,
14334,2,,
5321,2,,
5194,2,,
7085,2,,
1423,2,,
2310,2,,
11789,2,,
10,2,,
4705,2,,
13667,2,,
23267,2,,
11836,2,,
2182,2,,
278,2,,
7520,2,,
10622,2,,
468,2,,
12315,2,,
281,2,,
54,2,,
5500,2,,
327,2,,
3873,2,,
306,2,,
34549,2,,
12100,2,,
5017,2,,
7221,2,,
11418,2,,
5899,2,,
17971,2,,
11491,2,,
702,2,,
11668,2,,
4058,2,,
34947,2,,
408,2,,
174,2,,
7521,2,,
15594,2,,
132,2,,
11533,2,,
11219,2,,
2660,2,,
366,2,,
13124,2,,
6053,2,,
11236,2,,
9718,2,,
9187,2,,
26445,2,,
32181,2,,
9022,2,,
6781,2,,
24999,2,,
11612,2,,
20752,2,,
2002,2,,
2780,2,,
12038,2,,
27810,2,,
4000,2,,
1930,2,,
4004,2,,
11215,2,,
426,2,,
17552,2,,
504,2,,
1159,2,,
3726,2,,
11729,2,,
11263,2,,
14229,2,,
1183,2,,
13888,2,,
6999,2,,
16753,2,,
2602,2,,
4065,2,,
12601,2,,
771,2,,
21765,2,,
11548,2,,
6468,2,,
19065,2,,
26590,2,,
369,2,,
15090,2,,
11904,2,,
15930,2,,
22314,2,,
9164,2,,
4880,2,,
267,2,,
23429,2,,
5979,2,,
19086,2,,
4055,2,,
13762,2,,
12069,2,,
25923,2,,
7041,2,,
2391,2,,
837,2,,
26259,2,,
9014,2,,
34188,2,,
4002,2,,
10288,2,,
5995,2,,
33728,2,,
7225,2,,
402,2,,
17741,2,,
2512,2,,
4346,2,,
1013,2,,
6720,2,,
4458,2,,
9709,2,,
75,2,,
11802,2,,
34940,2,,
4001,2,,
35920,2,,
5314,2,,
4991,2,,
4667,2,,
98,2,,
9101,2,,
716,2,,
4363,2,,
14451,2,,
16151,2,,
1539,2,,
1568,2,,
1846,2,,
9044,2,,
2316,2,,
26642,2,,
31406,2,,
4470,2,,
2999,2,,
26553,2,,
26212,2,,
2130,2,,
1888,2,,
609,2,,
172,2,,
226,2,,
308,2,,
9138,2,,
10983,2,,
179,2,,
6933,2,,
3493,2,,
13927,2,,
5010,2,,
9001,2,,
9070,2,,
5905,2,,
27798,2,,
4327,2,,
4849,2,,
3993,2,,
14372,2,,
10407,2,,
2908,2,,
11748,2,,
3921,2,,
4910,2,,
38,2,,
20084,2,,
31186,2,,
125,2,,
5022,2,,
8849,2,,
5600,2,,
24037,2,,
6390,2,,
45,2,,
13094,2,,
7575,2,,
2902,2,,
2740,2,,
2362,2,,
21768,2,,
10382,2,,
27775,2,,
12956,2,,
4523,2,,
3218,2,,
4675,2,,
4013,2,,
12763,2,,
11522,2,,
796,2,,
3856,2,,
12357,2,,
1310,2,,
11803,2,,
283,2,,
3251,2,,
3687,2,,
2062,2,,
3357,2,,
20901,2,,
14158,2,,
2984,2,,
4074,2,,
7007,2,,
17816,2,,
4047,2,,
907,2,,
15630,2,,
30930,2,,
32871,2,,
4175,2,,
3171,2,,
601,2,,
21712,2,,
31948,2,,
575,2,,
2201,2,,
460,2,,
11162,2,,
8023,2,,
33847,2,,
7535,2,,
9169,2,,
1927,2,,
26824,2,,
1313,2,,
3095,2,,
6000,2,,
2178,2,,
10554,2,,
830,2,,
10627,2,,
4517,2,,
4606,2,,
5209,2,,
33,2,,
6291,2,,
10737,2,,
F 1396,2,,
24554,2,,
5443,2,,
6284,2,,
32221,2,,
7630,2,,
14102,2,,
9109,2,,
10882,2,,
2034,2,,
2606,2,,
9059171,2,,
11702,2,,
9059213,2,,
487,2,,
5196,2,,
3041,2,,
34061,2,,
2715,2,,
393,2,,
13337,2,,
9076,2,,
14447,2,,
91079,2,,
5298,2,,
3761,2,,
25691,2,,
5531,2,,
5211,2,,
2450,2,,
3345,2,,
10781,2,,
15272,2,,
4859,2,,
9132,2,,
66,2,,
6636,2,,
29225,2,,
2913,2,,
18792,2,,
25697,2,,
36244,2,,
11661,2,,
5,2,,
32123,2,,
20147,2,,
9711,2,,
35737,2,,
32475,2,,
17007,2,,
1454,2,,
89,2,,
9705,2,,
4867,2,,
19816,2,,
5024,2,,
5394,2,,
6389,2,,
15999,2,,
18252,2,,
33360,2,,
3763,2,,
11120,2,,
35871,2,,
3612,2,,
39547,2,,
6767,2,,
19080,2,,
13565,2,,
9112,2,,
2702,2,,
9059221,2,,
39144,2,,
33545,2,,
26091,2,,
1657,2,,
52,2,,
22654,2,,
28128,2,,
7166,2,,
4032,2,,
3711,2,,
20113,2,,
10128,2,,
4018,2,,
27889,2,,
21097,2,,
38545,2,,
7291,2,,
9093,2,,
1894,2,,
24722,2,,
6033,2,,
440,2,,
11916,2,,
11680,2,,
33135,2,,
10683,2,,
7046,2,,
71,2,,
5670,2,,
7732,2,,
1361,2,,
6011,2,,
37956,2,,
16832,2,,
816,2,,
517,2,,
9091,2,,
4073,2,,
12641,2,,
10369,2,,
4119,2,,
12924,2,,
3213,2,,
6844,2,,
15151,2,,
9161,2,,
7806,2,,
5001,2,,
785,2,,
4037,2,,
820,2,,
32587,2,,
1069,2,,
7115,2,,
204,2,,
16045,2,,
11607,2,,
12002,2,,
12144,2,,
19591,2,,
6076,2,,
25937,2,,
15635,2,,
4050,2,,
9184,2,,
318,2,,
1082,2,,
4921,2,,
13942,2,,
412,2,,
8072,2,,
7667,2,,
10771,2,,
175,2,,
6871,2,,
9083,2,,
2109,2,,
12116,2,,
9715,2,,
24406,2,,
39550,2,,
7661,2,,
10831,2,,
4028,2,,
2343,1,,
36841,1,,
19148,1,,
23475,1,,
3414,1,,
3776,1,,
20986,1,,
25383,1,,
9117,1,,
7983,1,,
23008,1,,
21463,1,,
10824,1,,
13620,1,,
12025,1,,
4006,1,,
8782,1,,
12273,1,,
11598,1,,
7660,1,,
3782,1,,
34326,1,,
6910,1,,
12734,1,,
26674,1,,
33489,1,,
1453,1,,
1834,1,,
3138,1,,
6660,1,,
34436,1,,
7944,1,,
33972,1,,
17,1,,
711,1,,
2183,1,,
13745,1,,
21376,1,,
163,1,,
10603,1,,
6765,1,,
2842,1,,
316,1,,
11730,1,,
32113,1,,
1491,1,,
54201,1,,
11940,1,,
35516,1,,
13978,1,,
4512,1,,
5230,1,,
127,1,,
1105,1,,
2067603,1,,
17631,1,,
14966,1,,
37,1,,
450,1,,
6615,1,,
3307,1,,
3903,1,,
119,1,,
23521,1,,
21244,1,,
489,1,,
27600,1,,
13854,1,,
33273,1,,
27604,1,,
3746,1,,
1925,1,,
36402,1,,
32777,1,,
6175,1,,
6572,1,,
26608,1,,
7711,1,,
1473,1,,
4060,1,,
3203,1,,
1773,1,,
6,1,,
1465,1,,
37700,1,,
12915,1,,
27224,1,,
1992,1,,
39537,1,,
23584,1,,
503,1,,
6771,1,,
1264,1,,
7508,1,,
10270,1,,
11863,1,,
26916,1,,
32674,1,,
18895,1,,
37453,1,,
6925,1,,
10371,1,,
31893,1,,
302645,1,,
10757,1,,
241,1,,
276,1,,
4103,1,,
49,1,,
19076,1,,
1897,1,,
16923,1,,
7690,1,,
7232,1,,
32787,1,,
9090,1,,
25100,1,,
6154,1,,
1182,1,,
886,1,,
2111,1,,
1791,1,,
221102,1,,
1163,1,,
3892,1,,
973840,1,,
11351,1,,
479,1,,
9077,1,,
4889,1,,
26334,1,,
1376,1,,
374024,1,,
11194,1,,
14896,1,,
5085,1,,
7939,1,,
18003,1,,
26074,1,,
12963,1,,
7940,1,,
6013,1,,
12080,1,,
5458,1,,
338,1,,
2228,1,,
6439,1,,
36342,1,,
11872,1,,
8285,1,,
6452,1,,
21301,1,,
7595,1,,
7965,1,,
11657,1,,
2709,1,,
1099,1,,
4337,1,,
33774,1,,
5532,1,,
HK 283,1,,
10102,1,,
6693,1,,
10749,1,,
442114,1,,
23614,1,,
10248,1,,
33673,1,,
574,1,,
7784,1,,
3330,1,,
11666,1,,
20757,1,,
7056,1,,
1433,1,,
499,1,,
5611,1,,
4595114,1,,
4951,1,,
137,1,,
7016,1,,
10424,1,,
16935,1,,
56,1,,
10877,1,,
23016,1,,
4439,1,,
16243,1,,
484,1,,
29339,1,,
33662,1,,
9728,1,,
35874,1,,
32851,1,,
39477,1,,
28953,1,,
23755,1,,
1461,1,,
33575,1,,
3654,1,,
21,1,,
6621,1,,
3813,1,,
20,1,,
7013,1,,
22234,1,,
11542,1,,
25025,1,,
2914,1,,
10456,1,,
13722,1,,
7218,1,,
7077,1,,
10051,1,,
7230,1,,
18176,1,,
5,1,,
31576,1,,
12981,1,,
20824,1,,
892,1,,
4593,1,,
11328,1,,
1512,1,,
7871,1,,
475,1,,
5932,1,,
4354,1,,
4224,1,,
20783,1,,
7863,1,,
921223,1,,
39,1,,
2039,1,,
5741,1,,
12246,1,,
6592,1,,
13283,1,,
31710,1,,
31248,1,,
4940,1,,
934,1,,
37973,1,,
2778,1,,
9034,1,,
4805,1,,
14767,1,,
4056,1,,
11049,1,,
21187,1,,
35,1,,
1742,1,,
1472,1,,
14295,1,,
1672,1,,
12260,1,,
39324,1,,
4874,1,,
31617,1,,
3621,1,,
27565,1,,
347,1,,
729,1,,
12143,1,,
11015,1,,
7124,1,,
1866,1,,
36566,1,,
13600,1,,
336,1,,
542,1,,
472,1,,
950780,1,,
24901,1,,
9732,1,,
5266,1,,
14210,1,,
652,1,,
24695,1,,
911,1,,
10537,1,,
342,1,,
5877,1,,
10265,1,,
22008,1,,
18901,1,,
4421,1,,
21204,1,,
5656,1,,
30142,1,,
1162,1,,
16327,1,,
25706,1,,
15834,1,,
19089,1,,
21664,1,,
17240,1,,
2110,1,,
19852,1,,
6405,1,,
28530,1,,
12519,1,,
11392,1,,
10751,1,,
272,1,,
24103,1,,
111,1,,
33459,1,,
5714,1,,
996,1,,
964,1,,
27664,1,,
12613,1,,
34006,1,,
13877,1,,
12201,1,,
890,1,,
26413,1,,
985,1,,
560,1,,
16759,1,,
5681,1,,
2088,1,,
6961,1,,
12046,1,,
1125,1,,
16270,1,,
11369,1,,
1911,1,,
6006,1,,
12222,1,,
12011,1,,
54,1,,
8968,1,,
3835,1,,
935,1,,
259,1,,
13394,1,,
15846,1,,
12634,1,,
39146,1,,
1464,1,,
12811,1,,
7499,1,,
4009,1,,
1653,1,,
23491,1,,
17490,1,,
11696,1,,
19082,1,,
794,1,,
1378,1,,
25736,1,,
24235,1,,
6658,1,,
22659,1,,
604,1,,
3318,1,,
7087,1,,
1315,1,,
41,1,,
26924,1,,
37679,1,,
83,1,,
17185,1,,
6400,1,,
221,1,,
623,1,,
10758,1,,
4566,1,,
39717,1,,
7082,1,,
31281,1,,
6017,1,,
1821,1,,
38024,1,,
20871,1,,
18030,1,,
16261,1,,
10045,1,,
12538,1,,
950179,1,,
3670,1,,
775,1,,
4052,1,,
32709,1,,
11192,1,,
6200,1,,
2534,1,,
1162,1,,
424,1,,
905055,1,,
4226,1,,
3658,1,,
15807,1,,
28,1,,
32193,1,,
13141,1,,
20421,1,,
5461,1,,
4573,1,,
5546,1,,
1004,1,,
37196,1,,
3879,1,,
27121,1,,
435,1,,
11884,1,,
17773,1,,
28696,1,,
15170,1,,
5646,1,,
10533,1,,
6334,1,,
246,1,,
25164,1,,
5391,1,,
25500,1,,
3848,1,,
2936,1,,
5034,1,,
6381,1,,
17425,1,,
9379,1,,
25758,1,,
20917,1,,
1122,1,,
138107,1,,
21505,1,,
4702,1,,
31024,1,,
1307,1,,
688424,1,,
17731,1,,
5068,1,,
20005,1,,
916,1,,
2043,1,,
8739,1,,
6361,1,,
1542,1,,
11565,1,,
10008,1,,
19195,1,,
33325,1,,
10033,1,,
5628,1,,
5426,1,,
976,1,,
9136,1,,
4956,1,,
166,1,,
156,1,,
1406,1,,
2495,1,,
121,1,,
1917,1,,
34841,1,,
6973,1,,
6688,1,,
467263,1,,
7253,1,,
5338,1,,
16329,1,,
8035,1,,
18377,1,,
1350,1,,
4779,1,,
8069,1,,
685,1,,
8015,1,,
1781,1,,
11181,1,,
11918,1,,
21500,1,,
19509,1,,
316,1,,
25486,1,,
1150,1,,
1729,1,,
9369,1,,
1220,1,,
12420,1,,
975,1,,
6118,1,,
2056,1,,
6436,1,,
712365,1,,
11670,1,,
4483,1,,
35296,1,,
18667,1,,
22646,1,,
1595,1,,
12572,1,,
1424,1,,
2342,1,,
5929,1,,
19831,1,,
6,1,,
33222,1,,
31749,1,,
1296,1,,
31322,1,,
18922,1,,
5020,1,,
346,1,,
290,1,,
2083364,1,,
5740,1,,
34695,1,,
14461,1,,
5697,1,,
13930,1,,
486,1,,
4944,1,,
186,1,,
1502,1,,
17 . 87,1,,
871,1,,
11828,1,,
22,1,,
29821,1,,
34529,1,,
27354,1,,
11055,1,,
24584,1,,
142799,1,,
17810,1,,
369,1,,
7273,1,,
10448,1,,
293,1,,
7015,1,,
1337,1,,
1460,1,,
21397,1,,
4958,1,,
33129,1,,
26128,1,,
1785,1,,
4063,1,,
33114,1,,
5101,1,,
10436,1,,
18029,1,,
349,1,,
3090,1,,
55,1,,
27444,1,,
12266,1,,
24444,1,,
39506,1,,
22571,1,,
24270,1,,
916,1,,
2103,1,,
420,1,,
7059,1,,
739,1,,
1824,1,,
12104,1,,
39097,1,,
321,1,,
4039,1,,
10099,1,,
11769,1,,
31944,1,,
6668,1,,
1386,1,,
3204,1,,
36779,1,,
123,1,,
13812,1,,
8 . 56,1,,
2288,1,,
300,1,,
11064,1,,
344,1,,
1243,1,,
487,1,,
956,1,,
7053,1,,
20060,1,,
16552,1,,
244,1,,
7514,1,,
22942,1,,
13457,1,,
28784,1,,
520,1,,
955030,1,,
28723,1,,
1045,1,,
34203,1,,
30695,1,,
9031,1,,
19272,1,,
350,1,,
6347,1,,
301,1,,
31014,1,,
2565,1,,
5896,1,,
7066,1,,
6048,1,,
14097,1,,
1446,1,,
